fars,distance_fars,finger_tops,distance_fingers_top,img,gesture
"[(0.4343065693430657, 0.3029197080291971), (0.5948905109489051, 0.4744525547445255), (0.5693430656934306, 0.5802919708029197), (0.4854014598540146, 0.656934306569343)]","[0.25737044105494866, 0.34326946891036425, 0.3348627159314178, 0.2977641477173368]","[(0.5583941605839416, 0.072992700729927), (0.8978102189781022, 0.3905109489051095), (0.9197080291970803, 0.6167883211678832), (0.7773722627737226, 0.8175182481751825), (0.5547445255474452, 0.9124087591240876)]","[0.4224206216903743, 0.5600554933952903, 0.5825999642225448, 0.5333027245820826, 0.44525547445255476]",img_813.png,0
"[(0.28717948717948716, 0.4034090909090909), (0.5128205128205128, 0.45454545454545453), (0.5538461538461539, 0.5568181818181818), (0.5333333333333333, 0.6818181818181818)]","[0.2230860701062249, 0.31153902548094586, 0.3093917425977551, 0.2783211193368305]","[(0.3282051282051282, 0.11363636363636363), (0.764102564102564, 0.20454545454545456), (0.882051282051282, 0.3693181818181818), (0.8769230769230769, 0.5909090909090909), (0.8, 0.8352272727272727)]","[0.4153717989888061, 0.5603788311744891, 0.5818718099923047, 0.5383780007824397, 0.4838517842206344]",img_2935.png,0
"[(0.34701492537313433, 0.4067796610169492), (0.5634328358208955, 0.5508474576271186), (0.5671641791044776, 0.673728813559322), (0.5149253731343284, 0.788135593220339)]","[0.2305481439418487, 0.34299313563334394, 0.3427873054283964, 0.3196929400372508]","[(0.39552238805970147, 0.1016949152542373), (0.8507462686567164, 0.3728813559322034), (0.9328358208955224, 0.597457627118644), (0.8619402985074627, 0.8516949152542372), (0.6492537313432836, 0.9915254237288136)]","[0.4096640757450979, 0.580184336648142, 0.6164821069631881, 0.5813995250936931, 0.4682601476444692]",img_1192.png,0
"[(0.4354243542435424, 0.31135531135531136), (0.5940959409594095, 0.47985347985347987), (0.5645756457564576, 0.5897435897435898), (0.4833948339483395, 0.663003663003663)]","[0.24717092242319297, 0.34154359027645487, 0.336239052881385, 0.30539958392128796]","[(0.5498154981549815, 0.07326007326007326), (0.9003690036900369, 0.39194139194139194), (0.922509225092251, 0.6153846153846154), (0.7822878228782287, 0.8205128205128205), (0.5535055350553506, 0.9194139194139194)]","[0.4057603743360866, 0.5575121171439387, 0.5848264969141448, 0.5436480043797466, 0.45992321539609465]",img_814.png,0
"[(0.3952569169960474, 0.31802120141342755), (0.5652173913043478, 0.4876325088339223), (0.5335968379446641, 0.5865724381625441), (0.4505928853754941, 0.6607773851590106)]","[0.20736083260727478, 0.29935367834969956, 0.29599659614077445, 0.27347646964610406]","[(0.4980237154150198, 0.0706713780918728), (0.8932806324110671, 0.40636042402826855), (0.9130434782608695, 0.6289752650176679), (0.766798418972332, 0.8127208480565371), (0.5217391304347826, 0.911660777385159)]","[0.376737555495638, 0.5171421955958103, 0.5469339070085624, 0.5115767588187523, 0.4394525822917508]",img_990.png,0
"[(0.4926829268292683, 0.3693181818181818), (0.6731707317073171, 0.48295454545454547), (0.6926829268292682, 0.5852272727272727), (0.6390243902439025, 0.6931818181818182)]","[0.3053160675834833, 0.4079321994316701, 0.4147920414350312, 0.3779152833247052]","[(0.5902439024390244, 0.11363636363636363), (0.9609756097560975, 0.3465909090909091), (0.9902439024390244, 0.5227272727272727), (0.9609756097560975, 0.6931818181818182), (0.8390243902439024, 0.8920454545454546)]","[0.46596170810525206, 0.6411097931127804, 0.6426996458344195, 0.6205787718590013, 0.5571907218604686]",img_2733.png,0
"[(0.2972972972972973, 0.3852813852813853), (0.5405405405405406, 0.4458874458874459), (0.583011583011583, 0.5541125541125541), (0.5598455598455598, 0.696969696969697)]","[0.2605601644073784, 0.36074551627197937, 0.35901520132239284, 0.32335205278563406]","[(0.25868725868725867, 0.07792207792207792), (0.7606177606177607, 0.19480519480519481), (0.915057915057915, 0.38095238095238093), (0.9111969111969112, 0.6406926406926406), (0.7837837837837838, 0.8917748917748918)]","[0.44318155448712515, 0.5906971585561572, 0.631399174495562, 0.5877662702886797, 0.5019349484571568]",img_1098.png,0
"[(0.39712918660287083, 0.3655913978494624), (0.5598086124401914, 0.4946236559139785), (0.5741626794258373, 0.5913978494623656), (0.507177033492823, 0.6827956989247311)]","[0.23102933680991541, 0.31441067017888774, 0.322177048395633, 0.2827939279537211]","[(0.507177033492823, 0.13978494623655913), (0.8373205741626795, 0.3870967741935484), (0.8851674641148325, 0.5698924731182796), (0.8133971291866029, 0.6881720430107527), (0.6889952153110048, 0.8494623655913979)]","[0.3918148971155851, 0.5315162739001009, 0.5540177127547141, 0.5071004705517418, 0.4493452588421354]",img_2436.png,0
"[(0.3333333333333333, 0.3924050632911392), (0.52046783625731, 0.46835443037974683), (0.5497076023391813, 0.5506329113924051), (0.5087719298245614, 0.6645569620253164)]","[0.19328263576927418, 0.2735790451736425, 0.2789215860705133, 0.246663932619632]","[(0.38011695906432746, 0.13924050632911392), (0.7719298245614035, 0.2848101265822785), (0.8538011695906432, 0.44936708860759494), (0.8304093567251462, 0.6265822784810127), (0.7309941520467836, 0.8227848101265823)]","[0.35938534579020925, 0.4937203669653378, 0.5115581353624907, 0.4810781790638274, 0.4305679990095111]",img_2854.png,0
"[(0.29411764705882354, 0.33064516129032256), (0.5630252100840336, 0.45564516129032256), (0.5672268907563025, 0.5766129032258065), (0.5168067226890757, 0.6693548387096774)]","[0.21710779760653948, 0.31656483033258875, 0.30553071837931317, 0.27737591919354615]","[(0.3697478991596639, 0.07258064516129033), (0.8991596638655462, 0.36693548387096775), (0.9789915966386554, 0.5483870967741935), (0.8739495798319328, 0.7258064516129032), (0.6596638655462185, 0.9193548387096774)]","[0.40618712581290894, 0.5578859685472344, 0.5911657358506124, 0.5277693384982708, 0.4413880852321232]",img_1878.png,0
"[(0.4052044609665427, 0.3383458646616541), (0.5762081784386617, 0.4849624060150376), (0.5687732342007435, 0.5864661654135338), (0.5204460966542751, 0.6766917293233082)]","[0.24713539392925019, 0.3316954479911856, 0.32787110041145096, 0.3093959835454247]","[(0.46096654275092935, 0.07142857142857142), (0.862453531598513, 0.38345864661654133), (0.9107806691449815, 0.5939849624060151), (0.8327137546468402, 0.7406015037593985), (0.6468401486988847, 0.9135338345864662)]","[0.4050192713071481, 0.5433222183557815, 0.5703081340486394, 0.5344860676635813, 0.4679921033400174]",img_507.png,0
"[(0.42435424354243545, 0.30714285714285716), (0.5940959409594095, 0.48214285714285715), (0.5608856088560885, 0.5857142857142857), (0.4833948339483395, 0.6571428571428571)]","[0.2421847639080652, 0.336810085527285, 0.32716907041295124, 0.2976230853366553]","[(0.5387453874538746, 0.07142857142857142), (0.9003690036900369, 0.39285714285714285), (0.9188191881918819, 0.6214285714285714), (0.7785977859778598, 0.8107142857142857), (0.5461254612546126, 0.9107142857142857)]","[0.4049941456775321, 0.5509158512001286, 0.5748142458274295, 0.5306759412084607, 0.4467701116264366]",img_912.png,0
"[(0.24896265560165975, 0.4306930693069307), (0.5186721991701245, 0.4752475247524752), (0.5477178423236515, 0.599009900990099), (0.5145228215767634, 0.7326732673267327)]","[0.23801610465839457, 0.35462973518475704, 0.339924056608996, 0.2968374199128962]","[(0.25311203319502074, 0.08415841584158416), (0.7842323651452282, 0.23267326732673269), (0.9128630705394191, 0.4158415841584158), (0.8589211618257261, 0.6039603960396039), (0.7136929460580913, 0.8712871287128713)]","[0.45220577640716675, 0.6104134177981364, 0.6431658689915436, 0.5700378195703393, 0.45287617474383024]",img_390.png,0
"[(0.3561643835616438, 0.3829787234042553), (0.5388127853881278, 0.48936170212765956), (0.5616438356164384, 0.5904255319148937), (0.5114155251141552, 0.6914893617021277)]","[0.2327539888005421, 0.31892096450020846, 0.3234061859810113, 0.2866495021775087]","[(0.4429223744292237, 0.11170212765957446), (0.817351598173516, 0.32978723404255317), (0.8904109589041096, 0.48936170212765956), (0.8264840182648402, 0.648936170212766), (0.7168949771689498, 0.8563829787234043)]","[0.4113070860032183, 0.5527240462620091, 0.5792772143896028, 0.5232715322399967, 0.46345337227126926]",img_2660.png,0
"[(0.3088235294117647, 0.3166023166023166), (0.5477941176470589, 0.4594594594594595), (0.5441176470588235, 0.5791505791505791), (0.48161764705882354, 0.6756756756756757)]","[0.22295197153493382, 0.324891023502307, 0.3143559973172192, 0.2797784338894142]","[(0.40808823529411764, 0.07722007722007722), (0.8529411764705882, 0.3745173745173745), (0.9227941176470589, 0.5637065637065637), (0.8235294117647058, 0.7258687258687259), (0.6139705882352942, 0.9073359073359073)]","[0.3988161689968398, 0.5534232088349093, 0.5884135120261412, 0.528492069014911, 0.434975354064088]",img_1665.png,0
"[(0.39705882352941174, 0.32608695652173914), (0.5845588235294118, 0.4782608695652174), (0.5735294117647058, 0.5833333333333334), (0.5036764705882353, 0.6739130434782609)]","[0.23634808134770097, 0.33325895991457716, 0.33053007910213356, 0.30263669930041914]","[(0.4742647058823529, 0.07608695652173914), (0.875, 0.37318840579710144), (0.9191176470588235, 0.5760869565217391), (0.8088235294117647, 0.7971014492753623), (0.6029411764705882, 0.9166666666666666)]","[0.3955162929465082, 0.5443136083259759, 0.5703154591646395, 0.5340310211897502, 0.4556883123796622]",img_611.png,0
"[(0.3763837638376384, 0.33204633204633205), (0.5793357933579336, 0.46332046332046334), (0.5830258302583026, 0.5752895752895753), (0.5239852398523985, 0.6795366795366795)]","[0.2433265519350256, 0.3438364160771302, 0.341968628392555, 0.312239701015961]","[(0.44280442804428044, 0.06563706563706563), (0.8560885608856088, 0.305019305019305), (0.933579335793358, 0.5212355212355212), (0.8523985239852399, 0.7567567567567568), (0.6605166051660517, 0.915057915057915)]","[0.41089508782993805, 0.5644635936914494, 0.5951775763026641, 0.5552096736366025, 0.4713961340488454]",img_837.png,0
"[(0.3463414634146341, 0.3641025641025641), (0.5317073170731708, 0.4666666666666667), (0.551219512195122, 0.5692307692307692), (0.5073170731707317, 0.6717948717948717)]","[0.2151652038769289, 0.2928675346969178, 0.29388946580930553, 0.26686698701230704]","[(0.4292682926829268, 0.1076923076923077), (0.824390243902439, 0.3384615384615385), (0.8878048780487805, 0.5076923076923077), (0.8390243902439024, 0.6717948717948717), (0.7170731707317073, 0.8769230769230769)]","[0.39340281060622767, 0.5221035624459966, 0.5405828857259427, 0.5046813949720959, 0.45694037185977876]",img_2921.png,0
"[(0.2509505703422053, 0.3938053097345133), (0.5209125475285171, 0.45132743362831856), (0.5513307984790875, 0.5752212389380531), (0.5209125475285171, 0.7079646017699115)]","[0.24391637359041984, 0.3570803008008271, 0.3447569186328779, 0.3061730614080141]","[(0.26996197718631176, 0.0752212389380531), (0.7984790874524715, 0.2345132743362832), (0.9201520912547528, 0.415929203539823), (0.8745247148288974, 0.6061946902654868), (0.7376425855513308, 0.8761061946902655)]","[0.44490172418257856, 0.6104554264523683, 0.6429341965204101, 0.5799396459383501, 0.4790335676830057]",img_1710.png,0
"[(0.34317343173431736, 0.35384615384615387), (0.5571955719557196, 0.46153846153846156), (0.5719557195571956, 0.573076923076923), (0.5276752767527675, 0.6846153846153846)]","[0.24683100792303705, 0.33933893611570853, 0.3341276639151894, 0.30468206801475733]","[(0.35424354243542433, 0.07307692307692308), (0.8118081180811808, 0.27692307692307694), (0.915129151291513, 0.4846153846153846), (0.8671586715867159, 0.7115384615384616), (0.6974169741697417, 0.9038461538461539)]","[0.4145402854981029, 0.5575481707492903, 0.5874928636207162, 0.5499039363695177, 0.4681108537058982]",img_1049.png,0
"[(0.4339622641509434, 0.367816091954023), (0.5849056603773585, 0.46551724137931033), (0.5990566037735849, 0.5574712643678161), (0.5566037735849056, 0.6494252873563219)]","[0.2670657520660694, 0.3519988881082727, 0.3543515335172625, 0.3229253418195267]","[(0.4858490566037736, 0.12643678160919541), (0.8207547169811321, 0.3390804597701149), (0.8773584905660378, 0.5), (0.8207547169811321, 0.6781609195402298), (0.7075471698113207, 0.8390804597701149)]","[0.3975797559281031, 0.5490074677824845, 0.5717817118246558, 0.5278850156395539, 0.4647791686577472]",img_2172.png,0
"[(0.40458015267175573, 0.2978723404255319), (0.583969465648855, 0.4716312056737589), (0.5534351145038168, 0.5815602836879432), (0.4770992366412214, 0.6560283687943262)]","[0.228142555062821, 0.3198058708708522, 0.313055294660948, 0.28781660767656597]","[(0.5076335877862596, 0.07092198581560284), (0.916030534351145, 0.3971631205673759), (0.916030534351145, 0.6453900709219859), (0.7824427480916031, 0.8191489361702128), (0.5305343511450382, 0.9184397163120568)]","[0.3877145944772942, 0.5471406449655883, 0.5633076244164611, 0.5275340831112383, 0.44272704348221814]",img_1489.png,0
"[(0.3397129186602871, 0.4), (0.5406698564593302, 0.4722222222222222), (0.569377990430622, 0.5666666666666667), (0.5358851674641149, 0.6833333333333333)]","[0.23163191305913564, 0.3279980303346633, 0.32993584960896816, 0.2973752945767043]","[(0.37320574162679426, 0.13333333333333333), (0.784688995215311, 0.2611111111111111), (0.8803827751196173, 0.42777777777777776), (0.8373205741626795, 0.6055555555555555), (0.7416267942583732, 0.8444444444444444)]","[0.392370154496509, 0.5549662508621194, 0.5806608018330492, 0.5274873698045245, 0.46690951501233463]",img_2588.png,0
"[(0.33884297520661155, 0.375), (0.5371900826446281, 0.4861111111111111), (0.5578512396694215, 0.5833333333333334), (0.512396694214876, 0.6898148148148148)]","[0.237858563952494, 0.324636272420138, 0.3258051888761909, 0.29176429155184186]","[(0.4214876033057851, 0.08796296296296297), (0.8347107438016529, 0.3148148148148148), (0.9132231404958677, 0.49074074074074076), (0.871900826446281, 0.6435185185185185), (0.7396694214876033, 0.8842592592592593)]","[0.4287806894913402, 0.5724791439623031, 0.5970290126059004, 0.5580023838038111, 0.48753713079733885]",img_2645.png,0
"[(0.357487922705314, 0.34183673469387754), (0.5410628019323671, 0.4642857142857143), (0.5555555555555556, 0.5561224489795918), (0.5024154589371981, 0.6479591836734694)]","[0.21828098479289468, 0.2960807591028312, 0.2982547318440601, 0.2655836412928423]","[(0.4444444444444444, 0.09693877551020408), (0.821256038647343, 0.336734693877551), (0.8840579710144928, 0.5204081632653061), (0.8405797101449275, 0.6428571428571429), (0.6859903381642513, 0.8571428571428571)]","[0.3891723473971251, 0.515853389180275, 0.5376377297322745, 0.507871952259339, 0.4408395474009069]",img_2285.png,0
"[(0.39901477832512317, 0.3548387096774194), (0.5566502463054187, 0.4946236559139785), (0.5566502463054187, 0.5860215053763441), (0.5024630541871922, 0.6666666666666666)]","[0.22465886311341157, 0.3032267163816601, 0.3028567019468477, 0.27452581276067317]","[(0.5270935960591133, 0.13978494623655913), (0.8423645320197044, 0.41397849462365593), (0.8866995073891626, 0.5752688172043011), (0.8226600985221675, 0.6935483870967742), (0.6798029556650246, 0.8655913978494624)]","[0.390406693994757, 0.5194838452450812, 0.5452422370151291, 0.5078760978133967, 0.4487301521213627]",img_2476.png,0
"[(0.28174603174603174, 0.24), (0.5198412698412699, 0.3511111111111111), (0.5357142857142857, 0.4888888888888889), (0.4880952380952381, 0.6222222222222222)]","[0.21592285972495745, 0.31460406935810004, 0.30820286123150165, 0.2822019729622685]","[(0.30952380952380953, 0.008888888888888889), (0.8055555555555556, 0.10222222222222223), (0.9166666666666666, 0.3511111111111111), (0.8650793650793651, 0.64), (0.6706349206349206, 0.88)]","[0.3622671105222717, 0.5773882085805858, 0.601528193724249, 0.5601497603612067, 0.4766815842231754]",img_1360.png,0
"[(0.23931623931623933, 0.4603174603174603), (0.5256410256410257, 0.4603174603174603), (0.5726495726495726, 0.5608465608465608), (0.5598290598290598, 0.7195767195767195)]","[0.2467333581921236, 0.3703388693125825, 0.3645637194943865, 0.3184966954447548]","[(0.7435897435897436, 0.14285714285714285), (0.7564102564102564, 0.14814814814814814), (0.9102564102564102, 0.31216931216931215), (0.47863247863247865, 0.4497354497354497), (0.9017094017094017, 0.4973544973544973)]","[0.6300848943976725, 0.6349948799153474, 0.6700814431429457, 0.34791857955202987, 0.6144006847500707]",img_278.png,0
"[(0.375, 0.3574144486692015), (0.553030303030303, 0.5361216730038023), (0.5340909090909091, 0.6425855513307985), (0.45454545454545453, 0.7338403041825095)]","[0.22710189551521323, 0.31133369835521796, 0.30593217917326, 0.2762845078867784]","[(0.4659090909090909, 0.09125475285171103), (0.8712121212121212, 0.44106463878326996), (0.9015151515151515, 0.6768060836501901), (0.7727272727272727, 0.8783269961977186), (0.5492424242424242, 0.9923954372623575)]","[0.40529033144583565, 0.5415710917973419, 0.5660175833448999, 0.5232505060368653, 0.44216108728093906]",img_1180.png,0
